date,amount,category,description
2026-03-17,52.37,Dining,Olive Garden dinner
2026-03-17,39.98,Transportation,Oil change service
2026-03-17,48.72,Transportation,Parking garage fee
2026-03-17,26.96,Subscriptions,Adobe Creative Cloud
2026-03-18,26.35,Subscriptions,Disney+ subscription
2026-03-18,37.37,Dining,Local cafe breakfast
2026-03-19,89.33,Shopping,Nordstrom apparel
2026-03-19,188.15,Groceries,Trader Joe's groceries
2026-03-20,36.49,Transportation,Train ticket
2026-03-20,47.1,Subscriptions,Hulu streaming service
2026-03-20,107.95,Shopping,Nordstrom apparel
2026-03-20,192.65,Shopping,Nike online purchase
2026-03-20,82.06,Dining,Domino's pizza order
2026-03-21,43.21,Transportation,Subway fare
2026-03-22,116.29,Shopping,Best Buy electronics
2026-03-22,87.41,Groceries,Safeway essentials
2026-03-23,43.27,Transportation,Oil change service
2026-03-23,45.88,Dining,Chipotle lunch
2026-03-24,62.34,Transportation,Train ticket
2026-03-24,171.19,Groceries,Costco bulk buy
2026-03-24,84.58,Groceries,Kroger weekly shopping
2026-03-25,92.85,Utilities,Water utility bill
2026-03-25,21.41,Subscriptions,Adobe Creative Cloud
2026-03-26,112.89,Shopping,Best Buy electronics
2026-03-26,33.79,Subscriptions,Gym membership fee
2026-03-26,27.8,Subscriptions,Disney+ subscription
2026-03-26,35.5,Transportation,Bus pass monthly
2026-03-26,90.85,Groceries,Trader Joe's groceries
2026-03-26,27.89,Dining,McDonald's meal
2026-03-26,80.84,Entertainment,Comedy show tickets
2026-03-26,46.18,Dining,Chipotle lunch
2026-03-27,51.07,Dining,Pizza Hut delivery
2026-03-27,468.45,Healthcare,Walgreens prescription
2026-03-27,53.47,Transportation,Bus pass monthly
2026-03-28,60.56,Transportation,Oil change service
2026-03-28,46.8,Subscriptions,Gym membership fee
2026-03-28,43.76,Dining,Burger King drive-thru
2026-03-29,35.49,Transportation,Oil change service
2026-03-29,33.73,Transportation,Train ticket
2026-03-29,70.87,Dining,Pizza Hut delivery
2026-03-29,87.79,Entertainment,Escape room experience
2026-03-29,132.03,Groceries,Aldi supermarket
2026-03-29,96.69,Entertainment,Arcade gaming
2026-03-30,48.47,Dining,Thai food takeout
2026-03-30,144.98,Shopping,Nordstrom apparel
2026-03-30,55.02,Transportation,Oil change service
2026-03-31,44.47,Dining,Thai food takeout
2026-03-31,41.68,Transportation,Parking garage fee
2026-03-31,50.48,Dining,Pizza Hut delivery
2026-03-31,64.22,Dining,Chipotle lunch
2026-03-31,38.83,Transportation,Toll road charge
2026-03-31,40.69,Dining,Olive Garden dinner
2026-03-31,43.85,Entertainment,Bowling alley
2026-04-01,23.93,Dining,Burger King drive-thru
2026-04-02,168.14,Shopping,Home Depot supplies
2026-04-02,223.54,Shopping,IKEA furniture
2026-04-02,156.86,Shopping,Zara clothing
2026-04-02,23.55,Subscriptions,Gym membership fee
